N°Reportage,Date,Intitulé,Lieux,Photographe
,,Entretien avec Jean-Pierre,,
,15/10/200,,,
,,"Escalette, Président de la",,
,8,,,
80813,,fédération Française de football,Élysée,D.Noizet
,15/10/200,,,
80814,8,Conseil Européen à Bruxelles,Belgique,L.Blevennec
,,Sommet Union-Européenne -,,
,17/10/200,,,
,,XIIème Sommet de la,,
,8,,,
80815,,Francophonie,Canada,D.Noizet
80816,18/10/200,"Entretien avec George W.Bush,",États-Unis,D.Noizet
,,Président des États-Unis,,
,8,,,
,,d'Amérique à Camp David,,
,20/10/200,Présentation du Plan Numérique,,
80817,8,par Éric BESSON,Élysée,L.Blevennec
,21/10/200,Discours devant le Parlement,,
80818,8,Européen à Strasbourg,Bas-Rhin,D.Noizet
,,Installation de la commission,,
,22/10/200,,,
,,relative à la réforme des échelons,,
,8,,,
80819,,territoriaux,Élysée,L.Blevennec
,,Messe requiem d'hommage à,,
,22/10/200,,,
,,Sœur Emmanuelle à Notre-,,
,8,,,
80820,,Dame de paris,Paris,D.Noizet
,,Déplacement à Annecy le Vieux,,
,23/10/200,,,
,,et Argonay sur le thème des,,
,8,,,
80822,,mesures de soutien à l'économie,Bas-Rhin,D.Noizet
,24/10/200,,,
80823,8,7ème Sommet de l'Asem à Pékin,Chine,L.Blevennec
,,Déplacement à Rethel sur le,,
,28/10/200,,,
,,thème de la mobilisation pour,,
,8,,,
80824,,l'emploi,Ardennes,L.Blevennec
,,"Entretien avec Gordon Brown,",,
,28/10/200,,,
,,Premier Ministre du Royaume-,,
,8,,,
80825,,Uni,Élysée,L.Blevennec
,,Déjeuner Mohamed Hosni,,
,29/10/200,,,
,,"MOUBARAK, Président de la",,
,8,,,
80826,,République arabe d'Égypte,Élysée,L.Blevennec
,,Entretien avec Jean-Claude,,
,29/10/200,,,
,,"CHERMANN, chercheur",,
,8,,,
80828,,français en virologie,Élysée,P.Segrette
,,Réunion avec les préfets et les,,
,30/10/200,trésoriers payeurs généraux sur le,,
,8,thème de la mobilisation pour le,,
80829,,financement de l'économie,Élysée,L.Blevennec
,,Discours à l’occasion de la,,
,,Conférence Européenne sur la,,
,31/10/200,lutte contre la maladie,,
,8,d’Alzheimer et les maladies,,
,,apparentées à la Bibliothèque,,
80830,,Nationale de France,Paris,P.Segrette
,,Déjeuner avec Mirek,,
,31/10/200,,,
,,"Topolanek, Premier Ministre de",,
,8,,,
80831,,la République Tchèque,Élysée,L.Blevennec
,,Allocution à l'occasion du 50ème,,
,03/11/200,,,
,,anniversaire du Conseil,,
,8,,,
80832,,Constitutionnel au Louvres,Paris,D.Noizet
,,Entretien avec les dirigeants des,,
,03/11/200,principales organisations,,
,8,syndicales dans le cadre de la,,
80833,,préparation du G20 à Washington,Élysée,P.Segrette
80835,04/11/200,Déplacement à Vaujours sur le,Seine-Saint-,D.Noizet
,,thème du Grenelle de,,
,8,,,
,,l'Environnement,Denis,
,,"Entretien avec Serge Sarkissian,",,
,04/11/200,,,
,,Président de la République,,
,8,,,
80836,,d'Arménie,Élysée,L.Blevennec
,,Entretien avec Nassimah,,
,05/11/200,,,
,,"Dindar, Présidente du Conseil",,
,8,,,
80837,,général de la Réunion,Élysée,D.Noizet
,,Déjeuner avec le groupe de,,
,06/11/200,travail de l’Assemblée nationale,,
,8,et du Sénat sur la  situation,,
80838,,financière internationale,Élysée,D.Noizet
,06/11/200,"Entretien avec Dalia ITZIK,",,
80839,8,Présidente de la Knesset,Élysée,P.Segrette
,07/11/200,,,
80841,8,Conseil Européen à Bruxelles,Belgique,D.Noizet
,,Entretien avec Philippe,,
,,AUGIER concernant sa mission,,
,10/11/200,de réflexion et de concertation en,,
,8,vue de l’optimisation et de la,,
,,meilleure exploitation des grands,,
80842,,événements internationaux,Élysée,P.Segrette
,10/11/200,"Entretien avec Quentin Bryce,",,
80843,8,Gouverneur général d'Australie,Élysée,D.Noizet
,10/11/200,,,
80844,8,Entretien avec Elie WIESEL,Élysée,P.Segrette
,10/11/200,Dîner avec les Prince Charles et,,
80845,8,Camilla,Élysée,P.Segrette
,11/11/200,Dépôt de gerbe à la statue de,,
80846,8,Georges Clémenceau,Élysée,D.Noizet
,,90ème anniversaire de,,
,11/11/200,l’Armistice de 1918 à,,
,8,Douaumont en présence de Carla,,
80847,,Bruni Sarkozy,Meuse,P.Segrette
,,Décoration collective :JEAN,,
,,"CLAUDE HIREL, FRANCOISE",,
,,"DORIN, ADRIEN MAEGHT,",,
,12/11/200,"PHILLIPPE LUCET, CLADUE",,
,8,"BARATE, JEAN-LOUIS",,
,,"FIAMENGHI, NICOLE",,
,,"BACHARAN, CHRISTINE",,
80849,,"GUERARD, NICOLE GUEDJ",Élysée,Noizet/Segrette
,,Remise du prix du courage,,
,13/11/200,,,
,,politique décerné par la Revue,,
,8,,,
80850,,Politique Internationale,Élysée,P.Segrette
,,Entretien avec Mikheil,,
,13/11/200,,,
,,"Saakachvili, Président de la",,
,8,,,
80851,,République de Géorgie,Élysée,L.Blevennec
,13/11/200,"Entretien avec Donald Tusk,",,
80852,8,Premier Ministre de Pologne,Élysée,P.Segrette
,14/11/200,Sommet Union-Européenne -,Alpes-,
80853,8,Russie à Nice,Maritimes,P.Segrette
,,Sommet sur les marchés,,
,14/11/200,,,
,,financiers et l'économie mondiale,,
,8,,,
80854,,à Washington PRIVE,États-Unis,L.Blevennec
,19/11/200,Prise d'armes d'automne aux,,
80856,8,Invalides,Paris,Blevennec/Segrette
,,Entretien avec Blaise,,
,19/11/200,,,
,,"COMPAORE, Président de la",,
,8,,,
80857,,République du Burkina Faso,Élysée,P.Segrette
,,Déplacement à Montrichard sur,,
,20/11/200,le thème de la politique,,
,8,industrielle et du fonds,,
80859,,stratégique d'investissement,Loir-et-Cher,L.Blevennec
,20/11/200,Entretien avec Faure Essozimma,,
80860,8,"Gnassingbe, Président du Togo",Élysée,P.Segrette
,21/11/200,"Entretien avec Robert Zoellick,",,
80862,8,Président de la Banque Mondiale,Élysée,P.Segrette
,,Conseil des ministres Franco-,,
,24/11/200,,,
,,allemand suivi d'un déjeuner chez,,
,8,,,
80863,,Carla Bruni-Sarkozy PRIVE,Élysée,Noizet/Segrette
,,Colloque organisé par Paris,,
,24/11/200,,,
,,Europlace à l'Université Paris,,
,8,,,
80864,,Dauphine,Paris,D.Noizet
,25/11/200,Déplacement à Valenciennes sur,,
80865,8,le thème du contrat de transition,Nord,D.Noizet
,27/11/200,Réception avec les élus de,,
80866,8,l'Outre-mer,Élysée,D.Noizet
,27/11/200,91ème congrès des Maires de,,
80867,8,France - Porte de Versailles,Paris,D.Noizet
,,Déplacement à Meaux sur le,,
,28/11/200,,,
,,thème de la mise en œuvre de la,Seine-et-,
,8,,,
80868,,politique de soutien au logement,Marne,P.Segrette
,,Rencontre avec Claude Lévi-,,
,28/11/200,Strauss à son domicile à,,
,8,l'occasion de son 100ème,,
80869,,anniversaire,Paris,L.Blevennec
,,Conférence Internationale des,,
,29/11/200,,,
,,Nations-Unies sur le financement,,
,8,,,
80870,,du développement à Doha,Qatar,D.Noizet
,29/11/200,,Arabie,
80871,8,Déplacement à Djeddah,Saoudite,D.Noizet
,,Carla Bruni Sarkozy présente sa,,
,01/12/200,,,
,,mission auprès du Fonds Mondial,,
,8,,,
80872,,de lutte contre le sida,Élysée,Blevennec/Segrette
,,Déplacement à l'hôpital Saint-,,
,01/12/200,,,
,,Louis en présence de Carla Bruni-,,
,8,,,
80873,,Sarkozy,Paris,D.Noizet
80874,02/12/200,Déplacement à Antony sur le,Hauts-de-,P.Segrette
,8,thème de l’hospitalisation en,Seine,
,,milieu psychiatrique,,
80876,03/12/08,Déplacement à Compiègne sur lethème de la lutte contre la grandepauvreté,Oise,P.Segrette
80877,04/12/08,Déplacement à Douai pour laprésentation du plan de relance del'économie française,Nord,P.Segrette
80879,04/12/08,Rencontre avec les organisationspatronales européennes et cellesdes membres du G8,Élysée,L.Blevennec
80880,05/12/08,"Entretien avec Cheikh HamadBin Issa Al Khalifa, Roi duBahreïn",Élysée,P.Segrette
80883,05/12/08,"Déjeuner avec Brian COWEN,Premier Ministre d'Irlande",Élysée,P.Segrette
80884,06/12/08,"Visite Officielle à Gdansk etConférence ""Solidarité pourl'avenir""",Pologne,D.Noizet
80885,06/12/08,Rencontre avec le Dalaï Lama àGdansk,Pologne,D.Noizet
80887,08/12/08,60 ème anniversaire de ladéclaration universelle des droitsde l'homme,Élysée,D.Noizet
80888,08/12/08,Mini Sommet Franco-britanniqueà Londres,Royaume-Uni,L.Blevennec
80889,09/12/08,Réunion avec le comité dessignataires de l’Accord deNouméa,Élysée,D.Noizet
80890,09/12/08,Déjeuner avec les Présidents degroupe du Parlement européen,Élysée,P.Segrette
80891,09/12/08,Discours à l’occasion des Assiseseuropéennes de l’Innovation à laCité des Sciences,Paris,P.Segrette
80895,11/12/08,Conseil Européen à Bruxelles,Belgique,L.Blevennec
80896,15/12/08,"Entretien avec Milo Djukanovic,Premier Ministre du Monténégro",Élysée,D.Noizet
80898,15/12/08,Réunion avec les acteurs de lafilière automobile,Élysée,L.Blevennec
80899,15/12/08,Remise de décoration à RobertoAlagna,Élysée,D.Noizet
80900,16/12/08,Discours devant le ParlementEuropéen à Strasbourg,Bas-Rhin,D.Noizet
80901,16/12/08,Rencontre avec les élus deMayotte,Élysée,L.Blevennec
80903,17/12/08,Remise du rapport du comitéVEIL sur le préambule de laConstitution,Élysée,D.Noizet
80904,17/12/200,Discours à l’École Polytechnique,Essonne,D.Noizet
,,de Palaiseau sur le thème de,,
,8,l’égalité réelle des chances et la,,
,,promotion de la diversité,,
,17/12/200,,,
80905,8,Arbre de noël de l'Élysée PRIVE,Élysée,Noizet/Segrette/Blevennec
,,Visite d'une exploitation agricole,,
,18/12/200,,,
,,à Lerrain et Visite d'une scierie à,,
,8,,,
80906,,Monthureux-sur-Saône,Vosges,D.Noizet
,,Décoration collective: Alain-,,
,,"Bernard BOULANGER, Régine",,
,,"CHOUKROUN ZYLBERBERG,",,
,,"Jean-Marie GUEHENNO, Arlette",,
,18/12/200,,,
,,"MEYRIEUX, Iris KNOBLOCH,",,
,8,,,
,,"Michel LU, Martine MONTEIL,",,
,,"Eryck REBBOUH, Bruno",,
,,"KEMOUN, Alessandra",,
80908,,MARTINES,Élysée,Noizet/Blevennec
,,Entretien avec Benyamin,,
,18/12/200,,,
,,"NETANYAHOU, ancien",,
,8,,,
80909,,Premier ministre de l’État d’Israël,Élysée,D.Noizet
,,Réunion avec organisations non,,
,19/12/200,,,
,,gouvernementales associées au,,
,8,,,
80910,,Grenelle de l’Environnement,Élysée,P.Segrette
,,Déjeuner avec Jean-Claude,,
,19/12/200,,,
,,"Juncker, Président de",,
,8,,,
80911,,l'Eurogroupe,Élysée,D.Noizet
,,Visite de Monsieur le Président et,,
,19/12/200,de Madame Carla Bruni-Sarkozy,,
,8,de l'hôpital DELAFONTAINE à,Seine-Saint-,
80912,,Saint-Denis,Denis,L.Blevennec
,,Sommet Union-Européenne-,,
,22/12/200,,,
,,Brésil en présence de Carla Bruni,,
,8,,,
80913,,Sarkozy à Rio-de-Janeiro,Brésil,L.Blevennec
,31/12/200,,,
80914,8,Vœux aux Français,Élysée,P.Segrette
N°Reportage,Date,Intitulé,Lieux,Photographe
90915,01/01/09,"Entretien avec Tzipi Livni, Vice-Premier Ministre et Ministre deAffaires étrangères de l'Étatd'Israël",Élysée,P.Segrette
90916,01/01/09,Réception en l'honneur despersonnes ayant travaillés durant lanuit de la Saint-Sylvestre,Élysée,P.Segrette
90917,02/01/09,"Entretien avec Saad HARIRI,Président du Mouvement du Futuret Chef de la majoritéparlementaire libanaise",Élysée,P.Segrette
90918,02/01/09,Entretien avec Jean-Pierre Charié,Élysée,P.Segrette
90920,05/01/209,Déplacement à Ramallah,Palestine,D.Noizet
90921,05/01/209,Déplacement à Jérusalem,Israël,D.Noizet
90922,06/01/09,Présentation des vœux aux arméesà l'occasion de la visite à laFINUL,Liban,D.Noizet
90923,07/01/09,Vœux au Gouvernement,Élysée,L.Blevennec
90924,07/01/09,Vœux aux parlementaires et à laMairie de Paris,Élysée,Blevennec/Segrette
90925,07/01/09,Audience solennelle de rentrée dela Cour de Cassation,Paris,P.Segrette
90927,08/01/09,"Ouverture du Colloque « Nouveaumonde, nouveau capitalisme » àl’amphithéâtre de l’École militaire",Paris,D.Noizet
90928,08/01/09,"Entretien avec Angela Merkel,Chancelière de la RépubliqueFédérale d'Allemagne, suivi d'unevisite de l'exposition Emil Noldeau Grand palais",Élysée,D.Noizet
90930,08/01/09,Réunion avec des représentants dumilieu psychiatrique,Élysée,D.Noizet
90931,09/01/09,Vœux aux personnels de Santé etinauguration du nouvel hôpital deStrasbourg,Bas-Rhin,D.Noizet
90933,12/01/09,"Vœux aux personnels del'Éducation Nationale et rencontreavec les enseignants de l'écoleélémentaire ""Calmette et Guérin"" àSaint-Lô",Manche,L.Blevennec
90934,12/01/09,Vœux aux autorités religieuses,Élysée,D.Noizet
90935,13/01/09,Vœux au monde culturel au Carréd'Art de Nîmes,Gard,D.Noizet
90936,13/01/200,"Vœux au Conseil constitutionnel,",Élysée,L.Blevennec
,9,"au Conseil d’État, au Conseilsupérieur de la magistrature, à laCour de Cassation et à la Cour desComptes",,
90937,13/01/09,Réunion avec les organisationssyndicales sur la prévention et letraitement des restructurations,Élysée,L.Blevennec
90939,14/01/09,"Vœux aux acteurs de la sécurité,visite d'un commissariat de policeet groupement gendarmerie àOrléans",Loiret,L.Blevennec
90941,15/01/09,"Vœux aux forces économiques,visite de la plateforme logistiquede Peugeot à Vesoul",Haute-Saône,L.Blevennec
90942,16/01/09,Vœux aux corps diplomatique,Élysée,Noizet/Segrette
90945,18/01/09,Sommet International sur le conflitIsraël et Palestine à Charm ElCheikh,Égypte,P.Segrette
90946,18/01/09,Sommet Internnationnal sur leconflit Israël et Palestine àJérusalem,Israël,P.Segrette
90947,19/01/09,Réception des vœux au mondesportif à l’Institut National duSport et de l’Éducation Physique(INSEP) à Vincennes,Val-de-Marne,P.Segrette
90948,19/01/09,Vœux aux partenaires sociaux,Élysée,P.Segrette
90949,20/01/09,Déplacement à Provins sur lethème de la restructuration de laDéfense,Seine-et-Marne,P.Segrette
90950,20/01/09,Réunion avec les principauxdirigeants des banques françaises,Élysée,P.Segrette
90951,21/01/09,Hommage aux huit militairesmorts au Gabon à ORLY,Val-de-Marne,P.Segrette
90953,22/01/09,Discours à l’occasion dulancement de la réflexion pour uneStratégie Nationale de Rechercheet d’Innovation,Élysée,L.Blevennec
90954,22/01/09,Déjeuner avec une délégation delycéens de Basse-Normandie,Élysée,P.Segrette
90955,23/01/09,Discours suite à la remise du LivreVert des états généraux de lapresse écrite,Élysée,P.Segrette
90956,23/01/09,Réunion avec des organisationsétudiantes représentatives,Élysée,P.Segrette
90957,25/01/09,Déplacement dans le secteur duPian Médoc et Bordeaux à lasuite de la très forte tempête quivient de frapper le sud-ouest,Gironde,L.Blevennec
90958,26/01/09,"Remise de lettres de créance:Ouzbekistan, Yémen, Syrie, Iran,Russie, Émirats Arabes Unis, SriLanka, Gabon, Sultanat Oman,Érythrée, Sénégal, Philippines,Norvège, Lesotho, Malawi, SierraLeone, Jamaïque",Élysée,D.Noizet
90959,27/01/09,"Déplacement à Châteauroux surle thème de la mise en œuvre desmesures de soutien à l'emploi,visite de l'entreprise PGA",Indre,D.Noizet
90960,27/01/09,"Entretien avec Noam SHALIT,père du soldat franco-israélienGilad SHALIT, retenu en otagedepuis plus de deux ans",Élysée,P.Segrette
90962,28/01/09,"Entretien avec Bill Gates,Président de la fondation Bill etMélinda Gates",Élysée,D.Noizet
90964,30/01/09,"Entretien avec Richard Pasquier,Président du CRIF",Élysée,D.Noizet
90965,02/02/09,Réunion de suivi du planAlzheimer,Élysée,L.Blevennec
90966,02/02/09,"Entretien avec GeorgeMITCHELL, Émissaire spécialdes USA au Proche-Orient",Élysée,L.Blevennec
90967,02/02/09,Allocution à l’occasion del’installation du conseil pour lacréation artistique,Élysée,L.Blevennec
90968,02/02/09,"Entretien avec Cheikh HamadBin Jassem Bin Jabor Al Thani,Premier Ministre et Ministre desAffaires étrangères du Qatar",Élysée,D.Noizet
90969,02/02/09,"Rencontre avec l'équipe de Francede Handball, championne duMonde",Élysée,D.Noizet
90970,02/02/09,"Entretien avec Jean Charest,Premier Ministre du Québec suivid’une remise de décoration",Élysée,L.Blevennec
90971,02/02/09,"Entretien avec MahmoudABBAS, Président de l'autoriténationale Palestinienne",Élysée,L.Blevennec
90972,03/02/09,Déplacement à l'Isle Adam sur lethème des aménagements et del'activité fluviale,Val d'Oise,L.Blevennec
90973,03/02/09,Remise de décoration à J.KRowling,Élysée,L.Blevennec
90974,03/02/09,20 ème anniversaire du CSA aupavillon Gabriel,Paris,L.Blevennec
90975,04/02/09,Remise du rapport annuel de laCour des comptes par Philippe,Élysée,L.Blevennec
,,SÉGUIN,,
90976,05/02/09,"Émission consacrée à la criseéconomique ""Face à la crise""",Élysée,Blevennec/Segrette
90977,06/02/09,Déplacement à Flamanville sur lethème de la politique de l'énergie àl'occasion du 2ème EPR en France,Manche,L.Blevennec
90978,06/02/09,"Entretien avec Borut Pahor,Premier Ministre de Slovénie",Élysée,D.Noizet
90979,07/02/09,Conférence sur la sécurité àMunich,Allemagne,L.Blevennec
90980,09/02/09,"Déjeuner de travail avec HosniMOUBARAK, Président de laRépublique arabe d’Égypte",Élysée,P.Segrette
90981,09/02/09,Rencontre avec les acteurs de lafilière automobile,Élysée,P.Segrette
90982,10/02/09,Visite officielle à Mascate,Oman,P.Segrette
90983,11/02/09,Visite officielle à Manama,Bahreïn,P.Segrette
90984,11/02/09,Visite officielle à Koweït,Koweït,P.Segrette
90985,12/02/09,"Entretien avec Jaap de HoopSCHEFFER, Secrétaire généralde l’OTAN",Élysée,P.Segrette
90986,13/02/09,Réception des médaillés de lafamille et des associationsfamiliales,Élysée,L.Blevennec
90987,14/02/09,Déplacement à Val d'Isère sur lethème de l’aménagement duterritoire en zone de montagne etpour assister aux championnats dumonde de ski de Val d’Isère,Savoie,P.Segrette
90988,17/02/09,"Entretien avec Evo MoralesAyma, Président de la Républiquede Bolivie",Élysée,D.Noizet
90990,18/02/09,Réunion avec les partenairessociaux,Élysée,D.Noizet
90992,19/02/09,Déplacement à Daumeray sur lethème de l’agriculture,Maine-et-Loire,D.Noizet
90993,19/02/09,Réunion avec les présidents descollectivités locales et lesparlementaires des départementsd'Outre-mer,Élysée,D.Noizet
90995,21/02/09,Inauguration du SalonInternational de l’Agriculture -porte de Versailles,Paris,D.Noizet
90996,22/02/09,Déplacement à Berlin dans lecadre d'une réunion préparatoire duG20 de Londres,Allemagne,D.Noizet
90997,23/02/09,Déjeuner de travail avec desenseignants du premier et dusecond degré,Élysée,L.Blevennec
90998,23/02/09,"Entretien avec Ivo SANADER,Premier Ministre Croate",Élysée,L.Blevennec
90999,24/02/09,"Sommet Franco-italien à Rome,visite de la villa Médicis",Italie,L.Blevennec
91000,25/02/09,"Décoration collective :YvetteFARNOUX, M. Joan MESQUIDAFERRANDO, Me ArielGOLDMANN, Chems-EddineHAFIZ, Caroline SINZ, RemyPAUTRAT, Martine MONTEIL,Françoise RUDETZKI, AbdelatifBENAZZI",Élysée,Noizet/Blevennec
91001,26/02/09,Déplacement à Saint-Vulbas etSaint-Julie sur le soutien à lafilière automobile,l'Ain,L.Blevennec
91003,27/02/09,"Entretien avec M.Amorim,ministre des Relations Extérieuresde la République fédérative duBrésil",Élysée,P.Segrette
91004,27/02/09,Entretien avec le Professeur Jean-Pierre GRUNFELD (Plan CancerII),Élysée,P.Segrette
